"","pid","DefaultStatus","BuySignal","OverturnCondition","wug_role","p2_q1","p2_q2","p2_q3","signal_sent","pragmatism","purity","justice","social_recognition","pleasure","compassion","spirituality","equality","giving","freedom","respect_tadition","moral_mean"
"156","65fb0026335c1f3d489ddbe2","donated","25 tokens","19 tokens","Wug donor","1.0","2.0","2.0",1,8,5,8,4,5,7,2,6,4,7,6,5.63636363636364
"157","6324d39a34afdb6e1f9e5b59","not donated","75 tokens","1 token","Wug non-donor","1.0","2.0","2.0",1,1,9,9,9,9,9,9,9,9,9,9,8.27272727272727
"158","65178713fd459dd31fbfb62b","not donated","25 tokens","1 token","Wug non-donor","2.0","1.0","2.0",1,3,3,8,2,4,9,8,8,8,8,3,5.81818181818182
"159","666496f6351ff47dfbb9f2e8","not donated","25 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,8,7,9,9,9,6,8,9,8,9,8,8.18181818181818
"160","66a9488e6e3cb9f8b0dff105","not donated","75 tokens","1 token","Wug non-donor","1.0","2.0","2.0",1,5,8,5,5,4,8,9,7,7,6,7,6.45454545454545
"161","668a08bcc623b9b9500b85c8","not donated","75 tokens","1 token","Wug non-donor","1.0","1.0","1.0",1,9,9,9,9,9,9,9,9,9,9,9,9
"162","66d34d49c502bbeb803d29de","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,4,6,8,7,9,7,6,8,7,8,8,7.09090909090909
"163","5d2df745da13f60018d14b64","not donated","75 tokens","19 tokens","Wug non-donor","2.0","1.0","1.0",1,4,3,7,4,6,7,2,6,6,5,4,4.90909090909091
"164","616cda4e2f5f884cdd46b2eb","donated","25 tokens","19 tokens","Wug donor","1.0","1.0","2.0",1,6,5,7,6,5,8,6,8,9,7,7,6.72727272727273
"165","669111fb088c948cc239a8b6","not donated","75 tokens","1 token","Wug non-donor","1.0","1.0","2.0",1,8,7,7,5,8,8,8,9,7,6,6,7.18181818181818
"166","665a8db299aa3f8fb8ff8c4d","not donated","75 tokens","19 tokens","Wug non-donor","2.0","2.0","1.0",1,8,5,9,5,4,6,2,8,5,4,3,5.36363636363636
"167","62b5dd0fb9686d325c7d1f15","not donated","75 tokens","19 tokens","Wug non-donor","2.0","2.0","1.0",1,8,4,9,3,7,9,4,9,9,9,5,6.90909090909091
"168","65ee8cf661281c8eccd37fd0","not donated","75 tokens","19 tokens","Wug non-donor","2.0","2.0","1.0",1,7,3,5,5,7,6,2,6,5,5,5,5.09090909090909
"169","5dd034d1fce606114e3bb8e0","not donated","75 tokens","19 tokens","Wug non-donor","1.0","2.0","1.0",1,5,2,8,2,5,9,8,9,8,7,3,6
"170","66495b83f9f5ed828568503f","donated","75 tokens","19 tokens","Wug donor","1.0","1.0","1.0",1,8,7,5,9,9,5,8,5,5,8,5,6.72727272727273
"171","63acbbe336a9ca92853dca4a","not donated","75 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,6,8,8,6,6,9,4,9,8,8,7,7.18181818181818
"172","668aa70936b52c2937a64944","not donated","25 tokens","1 token","Wug non-donor","2.0","1.0","2.0",1,2,8,9,2,8,NA,9,9,9,9,9,7.4
"173","606188887097cd3704b3c99b","not donated","25 tokens","19 tokens","Wug non-donor","1.0","1.0","2.0",1,6,7,7,6,6,7,7,7,8,6,6,6.63636363636364
"174","65958723d421a4085d51e0aa","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,8,2,7,5,8,8,9,8,5,8,7,6.81818181818182
"175","59528796a186be000114dc32","not donated","75 tokens","19 tokens","Wug non-donor","2.0","1.0","2.0",1,4,5,5,3,4,4,5,6,7,6,5,4.90909090909091
"176","667ab33263e98055070b7dd9","donated","75 tokens","1 token","Wug donor","2.0","2.0","1.0",1,7,2,4,4,8,8,2,9,6,9,3,5.63636363636364
"177","65f5b75ac2c3b78c8ed5ba50","not donated","25 tokens","19 tokens","Wug non-donor","2.0","1.0","1.0",1,5,7,6,7,5,4,7,5,6,5,6,5.72727272727273
"178","65429041aa9bde9216c53dc2","not donated","25 tokens","19 tokens","Wug non-donor","2.0","1.0","1.0",1,5,2,5,5,8,5,2,7,5,7,2,4.81818181818182
"179","66947f83337ea014d166ed8e","donated","25 tokens","19 tokens","Wug donor","1.0","2.0","2.0",1,6,5,9,4,4,7,7,8,7,7,5,6.27272727272727
"180","66868c8deb90d14934882ee5","not donated","25 tokens","1 token","Wug non-donor","1.0","2.0","1.0",1,5,8,5,8,8,5,8,9,8,9,7,7.27272727272727
"181","6400d9235287137e7b62fd29","not donated","25 tokens","19 tokens","Wug non-donor","1.0","1.0","2.0",1,3,1,9,2,5,9,2,9,8,9,4,5.54545454545455
"182","61115d6102776974180c043c","donated","25 tokens","19 tokens","Wug donor","1.0","1.0","2.0",1,8,5,5,3,4,4,7,4,7,6,5,5.27272727272727
"183","6112dba8e2eb90519a46e6cf","not donated","25 tokens","19 tokens","Wug non-donor","1.0","1.0","2.0",1,5,5,5,6,8,6,3,6,5,6,3,5.27272727272727
"184","654e3fca4ff8d33df725feae","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,3,4,5,3,5,8,6,5,6,8,4,5.18181818181818
"185","6400fb97cf630a6c6502ae6c","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,7,6,9,8,9,9,6,8,5,8,4,7.18181818181818
"186","66ac145b55e2055063cd4079","donated","75 tokens","19 tokens","Wug donor","2.0","1.0","1.0",1,5,9,9,8,7,9,9,8,8,9,9,8.18181818181818
"187","5f314c886de93f6003c963d4","not donated","25 tokens","19 tokens","Wug non-donor","1.0","1.0","2.0",1,4,4,8,8,8,7,1,9,7,8,3,6.09090909090909
"188","63d80b500adef5b476e289a4","not donated","25 tokens","19 tokens","Wug non-donor","2.0","1.0","1.0",1,4,2,5,2,5,9,2,9,5,5,2,4.54545454545455
"189","66ccdb313b58971824e9244c","not donated","25 tokens","1 token","Wug non-donor","1.0","2.0","2.0",1,6,7,8,8,7,7,8,8,3,8,5,6.81818181818182
"190","5b757a03976ecb0001b1168f","not donated","25 tokens","19 tokens","Wug non-donor","2.0","2.0","1.0",1,5,5,8,7,5,8,6,9,6,9,5,6.63636363636364
"191","5e25c1a57d6cd1000cf870b8","donated","75 tokens","1 token","Wug donor","1.0","2.0","2.0",1,4,3,9,6,6,7,7,6,7,8,4,6.09090909090909
"192","660fe3fb34a484613d003bdb","donated","25 tokens","1 token","Wug donor","1.0","1.0","2.0",1,8,6,9,4,6,8,7,9,9,9,5,7.27272727272727
"193","669be65b7f0c1a71305969d1","not donated","25 tokens","1 token","Wug non-donor","1.0","2.0","1.0",1,8,7,9,3,8,9,9,9,7,9,8,7.81818181818182
"194","5bf349126f97050001e6a6e6","not donated","25 tokens","1 token","Wug non-donor","1.0","2.0","2.0",1,4,6,6,5,5,8,8,8,8,8,3,6.27272727272727
"195","66a3279007dbdd4d6d3a64a7","donated","25 tokens","1 token","Wug donor","1.0","1.0","1.0",1,6,5,8,6,7,8,4,9,8,9,8,7.09090909090909
"196","66dd0ab283786057beb61079","donated","25 tokens","19 tokens","Wug donor","2.0","1.0","1.0",1,5,6,7,7,6,7,8,4,5,9,5,6.27272727272727
"197","66a3fd496e0535e7a500ae64","donated","25 tokens","1 token","Wug donor","1.0","2.0","2.0",1,4,8,9,2,7,9,8,9,6,9,2,6.63636363636364
"198","631745c93690c0701ba9f4d1","donated","75 tokens","1 token","Wug donor","1.0","2.0","2.0",1,5,4,6,4,9,6,3,7,7,8,4,5.72727272727273
"199","666e57a593be89c7850addc2","not donated","75 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,7,7,9,7,4,8,7,9,8,9,7,7.45454545454545
"200","65723e775834a75c0675cffe","not donated","25 tokens","1 token","Wug non-donor","2.0","1.0","1.0",1,5,5,8,7,5,8,8,8,9,9,8,7.27272727272727
"201","663ba98aaef0a810990579ad","not donated","25 tokens","19 tokens","Wug non-donor","1.0","1.0","2.0",1,8,8,7,6,7,5,7,7,8,8,9,7.27272727272727
"202","62c66885ba0578c9b5a0e4ae","not donated","25 tokens","19 tokens","Wug non-donor","2.0","1.0","1.0",1,4,3,7,7,7,7,6,7,8,6,3,5.90909090909091
"203","66762d83cf6bfd8b079ff120","not donated","75 tokens","19 tokens","Wug non-donor","1.0","2.0","2.0",1,5,6,9,7,6,7,6,8,8,7,5,6.72727272727273
"204","6682c29ec2d881482f442dd2","not donated","25 tokens","19 tokens","Wug non-donor","1.0","2.0","2.0",1,6,8,9,8,9,9,2,9,8,9,9,7.81818181818182
"205","6634676e7e1382ed37e18942","not donated","75 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,5,2,5,2,5,8,5,8,8,5,2,5
"206","653bc00977833dd2acdbf79b","not donated","75 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,8,4,3,4,5,9,4,5,7,7,3,5.36363636363636
"207","65c119776823d23787ac61b9","donated","25 tokens","19 tokens","Wug donor","1.0","1.0","2.0",1,6,8,9,8,7,8,8,9,7,9,8,7.90909090909091
"208","637ef4d4e9abb3274bc1c925","not donated","25 tokens","19 tokens","Wug non-donor","1.0","1.0","1.0",1,8,9,8,8,9,8,8,8,8,8,8,8.18181818181818
"209","56bfcce79f7a1e0005fdca9e","not donated","25 tokens","1 token","Wug non-donor","2.0","1.0","2.0",1,5,8,7,6,6,7,7,NA,8,9,9,7.2
"210","61705235c277934df17055e6","not donated","25 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,5,5,7,2,6,8,6,9,8,8,5,6.27272727272727
"211","641a4dd3134bfdb6b01c07dd","donated","25 tokens","19 tokens","Wug donor","1.0","2.0","2.0",1,8,2,8,3,5,9,4,6,5,8,2,5.45454545454545
"212","66b255cf5bfada9846079ac1","not donated","75 tokens","1 token","Wug non-donor","1.0","1.0","1.0",1,2,3,4,1,4,5,1,2,6,7,2,3.36363636363636
"213","65c14027646a9bbfa89584c8","donated","75 tokens","19 tokens","Wug donor","1.0","2.0","2.0",1,5,3,9,5,8,9,2,9,8,9,7,6.72727272727273
"214","664eadfb03163fd09b39ec16","not donated","75 tokens","1 token","Wug non-donor","1.0","2.0","1.0",1,7,7,8,7,5,8,7,7,7,7,9,7.18181818181818
"215","66af90b15cdcb0ec9e2b53cb","donated","75 tokens","1 token","Wug donor","1.0","1.0","1.0",1,5,7,7,6,8,8,8,7,7,7,5,6.81818181818182
"216","5ec5a64c306f255ec98d5cc1","not donated","25 tokens","1 token","Wug non-donor","2.0","2.0","1.0",1,8,7,7,4,3,7,5,9,5,8,6,6.27272727272727
"217","6672f1d0ebca2cad3cb18ee5","not donated","75 tokens","1 token","Wug non-donor","1.0","1.0","1.0",1,8,6,9,7,7,8,6,8,8,9,9,7.72727272727273
"218","66bea4b18306d9cfaceb202e","donated","25 tokens","1 token","Wug donor","1.0","2.0","1.0",1,7,8,8,9,6,9,9,7,9,9,9,8.18181818181818
"219","660ee9b478309bf1643a9637","donated","25 tokens","19 tokens","Wug donor","1.0","1.0","1.0",1,7,8,8,7,8,7,8,8,8,9,8,7.81818181818182
"220","6637dcb5afc87b4b36c8f94f","donated","25 tokens","1 token","Wug donor","2.0","2.0","1.0",1,2,4,9,6,3,7,7,5,5,8,4,5.45454545454545
"221","5ed3055d98e33f182062933b","not donated","25 tokens","1 token","Wug non-donor","2.0","1.0","2.0",1,7,5,8,3,6,8,3,8,7,8,6,6.27272727272727
